Date,Meal,Time,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2023-03-05,Breakfast,8:05 AM,440.1,15.5,6.5,1.8,4.4,0.0,332.1,1634.7,281.0,33.9,8.0,10.2,41.4,0.0,0.0,5.7,8.7,
2023-03-06,Breakfast,7:45 AM,168.0,0.7,0.1,0.0,0.0,0.0,0.0,511.0,0.0,32.1,8.0,8.9,10.0,0.0,0.0,0.0,0.0,
2023-03-06,Breakfast,8:00 AM,165.6,13.0,5.8,1.8,4.4,0.0,332.1,259.4,119.6,0.6,0.0,0.3,10.8,0.0,0.0,5.0,8.3,
2023-03-06,Breakfast,8:00 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-06,Dinner,3:20 PM,533.0,25.7,3.2,0.0,0.0,1.0,0.0,315.0,170.0,27.3,3.4,0.2,14.7,0.0,6.0,0.0,0.0,
2023-03-06,Snacks,11:25 AM,188.0,6.3,4.0,0.0,0.0,0.0,0.0,790.0,0.0,7.6,0.0,6.9,25.0,0.0,0.0,0.0,0.0,
2023-03-06,Snacks,8:15 PM,563.7,7.8,4.3,0.0,0.0,0.0,0.0,511.0,0.0,62.6,13.6,38.7,59.9,0.0,0.0,0.0,0.0,
2023-03-07,Breakfast,7:45 AM,256.7,10.9,6.6,0.0,0.0,0.0,0.0,0.1,0.0,26.3,2.3,11.6,11.0,0.0,0.0,36.0,0.0,
2023-03-07,Breakfast,7:50 AM,159.4,2.4,1.6,0.0,0.0,0.0,0.0,0.6,0.0,2.8,3.0,2.0,30.4,0.0,0.0,22.8,0.0,
2023-03-07,Breakfast,7:55 AM,54.5,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,10.4,0.0,4.5,0.0,0.0,0.0,0.0,
2023-03-07,Breakfast,8:00 AM,6.1,0.6,0.1,0.0,0.0,0.0,0.0,0.6,5.6,1.8,1.3,0.0,0.1,0.1,1.1,2.8,4.8,
2023-03-07,Lunch,3:45 PM,457.6,13.1,8.8,0.0,0.0,0.0,0.0,0.1,0.0,32.4,5.5,31.9,48.8,0.0,0.0,39.0,0.0,
2023-03-07,Dinner,5:45 PM,316.8,10.6,3.0,0.0,0.0,0.0,0.0,694.4,554.2,4.4,0.0,2.4,49.0,12.0,0.0,6.4,1.6,
2023-03-07,Snacks,4:40 PM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,26.0,4.0,18.0,2.0,12.0,90.0,8.0,0.0,
2023-03-07,Snacks,6:25 PM,281.1,5.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,26.7,5.4,26.3,29.8,0.0,0.0,0.0,0.0,
2023-03-08,Breakfast,10:35 AM,552.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,0.0,26.9,0.0,0.0,0.0,0.0,
2023-03-08,Breakfast,6:25 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-08,Lunch,6:25 PM,460.0,11.0,1.5,0.0,0.0,0.0,0.0,710.0,0.0,79.0,17.0,11.0,19.0,0.0,150.0,40.0,25.0,
2023-03-08,Snacks,8:00 AM,319.0,3.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,25.9,6.5,25.3,42.8,0.0,0.0,0.0,0.0,
2023-03-09,Breakfast,,84.7,0.2,0.1,0.0,0.0,0.0,0.0,266.2,0.0,11.9,0.0,11.9,8.7,0.0,0.0,38.7,0.0,
2023-03-09,Breakfast,8:00 AM,115.9,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.6,2.8,0.3,3.4,0.0,0.0,0.0,0.0,
2023-03-09,Breakfast,8:05 AM,166.9,2.7,1.4,0.0,0.0,0.0,0.0,0.5,0.0,3.6,10.2,1.6,27.4,0.0,0.0,18.0,0.0,
2023-03-09,Breakfast,3:45 PM,133.1,6.7,0.5,0.0,0.0,0.0,0.0,95.1,370.9,15.2,1.9,6.7,2.9,19.0,0.0,23.8,1.9,
2023-03-09,Dinner,3:45 PM,61.5,0.4,0.0,0.2,0.0,0.0,0.0,103.5,480.0,14.4,4.2,7.1,1.4,1670.6,14.7,4.9,2.5,
2023-03-09,Dinner,4:20 PM,232.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,
2023-03-09,Dinner,8:40 PM,34.0,0.4,0.1,0.1,0.0,0.0,0.0,33.0,316.0,6.6,2.6,1.7,2.8,0.0,148.7,4.7,4.1,
2023-03-09,Snacks,,185.3,2.8,1.9,0.0,0.0,0.0,0.0,0.7,0.0,3.2,3.5,2.4,35.3,0.0,0.0,26.5,0.0,
2023-03-09,Snacks,10:25 AM,438.4,4.4,2.5,0.0,0.0,0.0,0.0,440.8,0.0,37.4,8.7,36.4,58.2,0.0,0.0,95.8,0.0,
2023-03-09,Snacks,3:40 PM,216.0,1.0,0.3,0.0,0.0,0.0,0.0,440.0,0.0,33.6,4.5,33.6,15.8,0.0,0.0,64.0,0.0,
2023-03-09,Snacks,8:05 PM,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,
2023-03-09,Snacks,8:40 PM,234.0,3.2,0.0,0.0,0.0,0.0,372.0,140.1,110.0,20.0,1.8,17.4,14.0,12.0,50.0,4.0,8.0,
2023-03-10,Breakfast,10:25 AM,111.2,1.7,1.1,0.0,0.0,0.0,0.0,0.4,0.0,1.9,2.1,1.4,21.2,0.0,0.0,15.9,0.0,
2023-03-10,Breakfast,10:30 AM,329.6,7.9,1.0,0.0,0.0,0.0,0.0,327.4,247.3,41.9,11.9,16.5,17.3,12.7,0.0,54.3,1.3,
2023-03-10,Lunch,4:55 PM,401.3,3.8,2.2,0.0,0.0,0.0,0.0,440.7,0.0,36.8,8.0,36.0,51.1,0.0,0.0,90.5,0.0,
2023-03-10,Dinner,4:55 PM,368.0,1.4,12.2,0.4,0.2,0.0,0.0,132.0,1264.0,26.6,10.4,6.8,42.7,0.0,594.6,18.8,16.2,
2023-03-10,Snacks,,314.6,20.9,6.9,4.2,8.0,0.0,818.4,312.4,303.6,1.6,0.0,0.8,27.6,0.0,0.0,12.3,21.4,
2023-03-10,Snacks,8:35 AM,61.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,237.1,15.4,3.1,12.2,1.2,0.0,116.2,5.2,0.7,
2023-03-11,Breakfast,8:35 AM,486.4,14.5,3.4,5.0,2.0,0.0,0.0,264.6,130.0,35.0,15.3,14.5,46.0,0.0,0.0,65.0,8.0,
2023-03-11,Breakfast,1:15 PM,88.8,4.4,0.3,0.0,0.0,0.0,0.0,63.4,247.3,10.1,1.3,4.4,1.9,12.7,0.0,15.9,1.3,
2023-03-11,Lunch,1:15 PM,570.0,21.0,8.0,0.0,0.0,0.0,0.0,970.0,0.0,51.0,4.0,12.0,43.0,0.0,0.0,0.0,0.0,
2023-03-11,Dinner,7:05 PM,417.8,32.0,5.3,2.4,11.9,0.0,0.0,67.2,1303.8,26.5,21.5,13.1,8.5,950.1,28.8,3.7,4.8,
2023-03-11,Dinner,9:20 PM,503.2,11.5,2.3,2.9,3.2,0.0,163.2,798.1,2494.4,39.8,15.6,10.2,67.4,0.0,892.0,29.4,28.6,
2023-03-11,Dinner,9:25 PM,62.3,2.2,0.6,0.5,0.7,0.0,35.7,36.5,94.8,0.0,0.0,0.0,10.9,0.0,0.0,0.0,5.0,
2023-03-12,Breakfast,1:00 PM,425.2,4.9,1.8,0.0,0.0,0.0,0.0,264.5,0.0,56.1,5.5,13.7,36.6,0.0,0.0,55.3,0.0,
2023-03-12,Lunch,1:00 PM,750.0,43.0,19.0,0.0,0.0,2.5,160.0,1280.0,0.0,42.0,3.0,10.0,48.0,10.0,2.0,30.0,35.0,
2023-03-12,Dinner,2:35 PM,137.6,0.8,0.1,0.0,0.0,0.0,0.0,0.0,237.1,29.4,7.6,26.2,2.6,0.0,116.2,5.2,0.7,
2023-03-12,Snacks,1:00 PM,140.0,0.4,0.2,0.0,0.0,0.0,0.0,440.0,0.0,19.6,0.0,19.6,14.4,0.0,0.0,64.0,0.0,
2023-03-12,Snacks,1:05 PM,235.4,3.0,1.7,0.0,0.0,0.0,0.0,0.6,0.0,16.8,7.5,16.0,31.8,0.0,0.0,22.8,0.0,
2023-03-13,Breakfast,2:40 PM,386.5,5.9,2.0,0.0,0.0,0.0,0.0,264.5,0.0,37.0,13.0,13.8,40.5,0.0,0.0,56.9,0.0,
2023-03-13,Breakfast,7:15 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-13,Lunch,2:35 PM,402.8,12.5,3.9,1.7,3.2,0.0,327.4,125.5,121.4,52.3,3.3,3.6,19.6,0.0,0.0,4.9,8.6,
2023-03-13,Lunch,2:40 PM,54.1,0.2,0.0,0.0,0.0,0.0,0.0,172.6,169.5,0.8,0.0,0.7,11.3,0.0,0.0,0.7,0.5,
2023-03-13,Lunch,7:15 PM,75.6,8.4,3.4,1.1,3.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-13,Dinner,7:15 PM,334.5,12.4,4.5,2.8,3.3,0.0,53.6,157.5,241.6,33.9,4.9,2.3,20.6,0.0,0.0,4.0,6.4,
2023-03-13,Snacks,10:00 PM,331.3,3.6,2.1,0.0,0.0,0.0,0.0,220.7,0.0,27.0,8.0,26.2,43.9,0.0,0.0,58.5,0.0,
2023-03-14,Breakfast,5:30 PM,529.5,14.1,2.4,0.0,0.0,0.0,0.0,391.2,494.5,54.0,15.2,22.4,40.4,25.4,0.0,86.0,2.5,
2023-03-14,Lunch,5:30 PM,382.8,3.5,2.0,0.0,0.0,0.0,0.0,440.7,0.0,36.5,7.7,35.7,47.6,0.0,0.0,87.8,0.0,
2023-03-14,Dinner,,102.0,1.1,0.3,0.3,0.1,0.0,0.0,99.0,948.0,19.9,7.8,5.1,8.5,0.0,446.0,14.1,12.2,
2023-03-14,Dinner,7:45 PM,374.0,9.6,2.0,0.0,0.0,0.0,0.0,464.0,0.0,3.0,0.2,2.4,68.8,0.0,0.0,0.0,0.0,
2023-03-14,Snacks,7:45 PM,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.0,2.4,0.0,0.0,0.0,0.0,
2023-03-15,Breakfast,7:15 PM,565.0,22.2,6.3,0.0,0.0,0.0,0.0,1.0,0.0,58.6,5.6,20.0,30.0,0.0,25.0,0.0,0.0,
2023-03-15,Breakfast,7:20 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-15,Lunch,7:20 PM,611.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,
2023-03-16,Breakfast,9:00 AM,484.0,22.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,39.6,5.1,3.9,29.1,0.0,0.0,0.0,0.0,
2023-03-16,Breakfast,10:20 PM,282.5,9.3,0.7,0.1,0.0,0.0,0.0,128.0,916.9,47.3,5.6,23.3,5.1,30.4,17.1,32.3,4.2,
2023-03-16,Lunch,,450.7,15.1,1.8,0.0,0.0,0.0,0.0,500.0,0.0,56.8,0.0,0.0,23.9,0.0,0.0,20.0,50.0,
2023-03-16,Snacks,10:25 PM,397.6,3.7,2.2,0.0,0.0,0.0,0.0,440.7,0.0,36.8,8.0,35.9,50.4,0.0,0.0,89.9,0.0,
2023-03-17,Breakfast,7:40 AM,359.6,5.3,2.0,0.0,0.0,0.0,0.0,264.5,0.0,33.7,11.0,13.7,39.2,0.0,0.0,56.9,0.0,
2023-03-17,Breakfast,4:30 PM,124.3,6.2,0.4,0.0,0.0,0.0,0.0,88.8,346.2,14.2,1.8,6.2,2.7,17.8,0.0,22.2,1.8,
2023-03-17,Breakfast,4:35 PM,105.0,0.4,0.1,0.1,0.0,0.0,0.0,1.2,422.4,27.0,3.1,14.4,1.3,5.0,17.1,0.6,1.7,
2023-03-17,Lunch,12:30 PM,684.0,31.6,13.0,2.7,3.6,0.0,327.4,1699.4,220.6,65.6,1.7,32.6,33.9,0.0,0.0,85.3,23.9,
2023-03-17,Lunch,4:35 PM,403.3,11.7,4.9,1.1,3.2,0.0,0.0,240.6,0.0,32.2,8.5,31.4,39.3,0.0,0.0,18.5,0.0,
2023-03-18,Breakfast,3:10 PM,404.0,5.5,1.9,0.0,0.0,0.0,0.0,240.4,0.0,41.9,12.7,21.7,41.6,0.0,0.0,15.9,0.0,
2023-03-18,Breakfast,7:25 PM,165.7,8.3,0.6,0.0,0.0,0.0,0.0,118.3,461.6,18.9,2.4,8.3,3.6,23.7,0.0,29.6,2.4,
2023-03-18,Lunch,3:10 PM,638.0,15.5,5.3,0.0,0.0,0.0,0.0,4.7,0.0,96.3,0.0,0.0,32.0,0.0,0.0,0.0,0.0,
2023-03-18,Dinner,7:25 PM,427.7,10.8,2.1,2.9,3.2,0.0,163.2,701.4,1763.0,25.2,9.6,6.3,60.3,26.0,470.9,16.6,23.5,
2023-03-19,Breakfast,6:35 PM,483.8,4.0,2.1,0.1,0.0,0.0,0.0,241.9,422.4,63.9,10.8,50.5,48.1,5.0,17.1,24.4,1.7,
2023-03-19,Lunch,6:35 PM,733.8,29.9,9.3,0.4,2.8,0.0,40.0,166.4,1350.3,99.1,7.8,16.8,17.9,35.7,35.0,17.9,3.3,
2023-03-19,Dinner,9:10 PM,418.0,18.3,6.6,2.8,6.4,0.0,327.4,254.9,248.5,31.5,5.4,4.1,27.6,0.0,0.0,5.4,8.9,
2023-03-20,Breakfast,5:10 PM,565.5,16.2,2.8,0.0,0.0,0.0,0.0,303.0,618.2,58.8,11.6,25.0,42.5,31.7,0.0,58.1,3.2,
2023-03-20,Lunch,5:10 PM,427.6,10.1,4.6,0.6,0.1,0.0,0.0,112.2,1074.4,22.6,8.8,5.8,68.0,0.0,505.5,16.0,13.8,
2023-03-20,Dinner,5:10 PM,303.7,8.1,1.4,0.1,0.1,0.0,99.2,146.1,21.2,17.0,0.2,0.1,36.0,0.0,0.0,3.2,5.3,
2023-03-21,Lunch,3:10 PM,510.0,16.8,6.2,2.8,6.4,0.0,327.4,776.5,121.4,65.8,1.7,0.3,21.4,0.0,0.0,18.6,42.9,
2023-03-21,Lunch,5:20 PM,40.6,0.1,0.0,0.0,0.0,0.0,0.0,129.5,127.1,0.6,0.0,0.6,8.5,0.0,0.0,0.5,0.3,
2023-03-21,Dinner,6:55 PM,527.6,11.9,4.4,0.4,0.1,0.0,0.0,112.2,1074.4,37.8,10.0,13.0,73.2,0.0,505.5,16.0,13.8,
2023-03-21,Snacks,5:20 PM,467.5,4.2,2.0,0.0,0.0,0.0,0.0,240.7,237.1,56.6,13.4,52.6,48.4,0.0,116.2,29.0,0.7,
2023-03-22,Breakfast,,81.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.5,16.1,0.9,0.0,25.0,0.0,0.0,
2023-03-22,Breakfast,9:30 AM,420.0,13.6,2.1,0.0,0.0,0.0,0.0,740.0,0.0,43.1,5.6,4.3,28.4,0.0,0.0,0.0,0.0,
2023-03-22,Breakfast,6:15 PM,156.8,4.6,0.4,0.0,0.0,0.0,0.0,183.4,247.3,20.1,1.3,14.4,8.7,12.7,0.0,15.9,1.3,
2023-03-22,Lunch,7:20 PM,611.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,
2023-03-22,Dinner,6:15 PM,217.0,9.5,5.5,0.0,0.0,0.0,0.0,0.4,0.0,18.0,1.8,1.5,20.0,0.0,0.0,0.0,0.0,
2023-03-22,Snacks,,166.8,2.5,1.7,0.0,0.0,0.0,0.0,0.7,0.0,2.9,3.2,2.1,31.8,0.0,0.0,23.8,0.0,
2023-03-22,Snacks,8:05 PM,68.0,0.2,0.1,0.0,0.0,0.0,0.0,120.0,0.0,10.0,0.0,10.0,6.8,0.0,0.0,0.0,0.0,
2023-03-22,Snacks,9:15 PM,83.8,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,15.2,5.3,15.2,1.5,0.0,0.0,0.0,0.0,
2023-03-23,Breakfast,11:25 AM,386.6,3.7,2.0,0.0,0.0,0.0,0.0,240.7,0.0,38.1,8.5,37.3,46.9,0.0,0.0,23.8,0.0,
2023-03-23,Lunch,3:00 PM,613.2,22.3,7.1,5.6,8.3,0.1,76.8,667.2,471.6,59.7,2.8,6.4,50.9,1.2,0.0,26.5,26.0,
2023-03-23,Dinner,7:45 PM,400.0,10.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,37.2,0.0,0.0,27.5,0.0,0.0,0.0,0.0,
2023-03-23,Snacks,7:40 PM,88.4,0.3,0.0,0.0,0.0,0.0,0.0,282.2,277.1,1.2,0.0,1.2,18.5,0.0,0.0,1.2,0.8,
2023-03-23,Snacks,10:00 PM,226.9,1.1,0.2,0.1,0.0,0.0,0.0,2.0,451.1,53.7,12.5,43.7,2.8,0.0,131.5,6.4,2.0,
2023-03-24,Breakfast,5:50 PM,88.8,4.4,0.3,0.0,0.0,0.0,0.0,63.4,247.3,10.1,1.3,4.4,1.9,12.7,0.0,15.9,1.3,
2023-03-24,Lunch,5:50 PM,516.6,4.6,2.6,0.1,0.0,0.0,0.0,242.0,422.4,62.9,10.5,49.3,56.3,5.0,17.1,30.8,1.7,
2023-03-24,Dinner,5:50 PM,93.5,4.5,1.4,1.0,1.9,0.1,32.0,39.5,138.0,0.3,0.0,0.0,16.5,0.5,0.0,0.5,1.5,
2023-03-24,Dinner,5:55 PM,418.6,17.2,6.1,2.7,6.0,0.0,327.4,291.3,284.4,31.6,5.4,4.2,30.0,0.0,0.0,5.6,9.0,
2023-03-24,Dinner,10:00 PM,352.0,5.2,1.2,0.0,0.0,0.0,0.0,1.8,0.0,3.4,1.4,2.0,72.0,0.0,0.0,0.0,0.0,
2023-03-24,Snacks,9:55 PM,169.4,1.7,0.4,1.0,0.5,0.0,0.0,116.0,1410.0,33.7,13.7,10.3,13.2,8.0,485.3,15.4,24.1,
2023-03-25,Breakfast,,308.7,4.4,1.7,0.0,0.0,0.0,0.0,144.5,0.0,31.5,4.9,13.8,34.0,0.0,0.0,16.9,0.0,
2023-03-25,Breakfast,7:45 AM,112.0,9.0,1.2,5.0,2.0,0.0,0.0,8.0,130.0,1.1,4.0,0.6,4.0,0.0,0.0,6.0,8.0,
2023-03-25,Breakfast,10:15 AM,65.0,2.9,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.9,0.8,0.1,1.0,0.0,0.0,0.0,0.0,
2023-03-25,Breakfast,2:50 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-25,Lunch,2:35 PM,683.0,19.9,6.2,0.0,0.0,0.0,0.0,2000.0,0.0,72.4,6.8,13.4,50.1,0.0,0.0,0.0,0.0,
2023-03-25,Snacks,6:40 PM,314.8,3.3,1.9,0.0,0.0,0.0,0.0,124.8,0.0,26.8,4.9,26.3,42.9,0.0,0.0,0.0,0.0,
2023-03-26,Breakfast,2:25 PM,495.6,4.1,2.1,0.1,0.0,0.0,0.0,246.0,422.4,65.0,8.8,51.9,51.1,5.0,17.1,0.6,1.7,
2023-03-26,Lunch,5:10 PM,546.0,39.8,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,46.4,0.0,0.0,0.0,0.0,
2023-03-26,Snacks,5:10 PM,306.0,9.5,0.0,0.0,0.0,0.0,10.0,55.0,230.0,25.0,0.0,5.0,36.0,0.0,0.0,180.0,0.0,
2023-03-26,Snacks,10:00 PM,111.8,0.4,0.0,0.0,0.0,0.0,0.0,356.9,350.5,1.6,0.0,1.5,23.4,0.0,0.0,1.5,1.0,
2023-03-26,Snacks,10:05 PM,15.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.9,2.5,0.8,0.0,0.0,0.0,0.0,
2023-03-27,Breakfast,9:10 AM,70.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.4,5.4,1.5,0.0,25.0,0.0,0.0,
2023-03-27,Breakfast,12:05 PM,469.0,20.3,5.2,0.0,0.0,0.0,0.0,2430.0,0.0,40.0,5.2,4.1,29.0,0.0,0.0,0.0,0.0,
2023-03-27,Lunch,5:45 PM,81.1,0.3,0.0,0.0,0.0,0.0,0.0,259.0,254.3,1.1,0.0,1.1,17.0,0.0,0.0,1.1,0.7,
2023-03-27,Lunch,7:20 PM,611.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,
2023-03-27,Dinner,,239.9,8.5,1.4,0.0,0.0,0.0,105.8,155.2,0.0,0.0,0.0,0.0,36.7,0.0,0.0,2.8,5.6,
2023-03-27,Dinner,9:50 PM,289.0,10.3,1.0,0.6,0.1,0.0,0.0,211.6,1501.1,42.2,10.8,14.4,12.3,51.4,396.6,44.8,19.8,
2023-03-28,Breakfast,2:25 PM,495.6,4.1,2.1,0.1,0.0,0.0,0.0,246.0,422.4,65.0,8.8,51.9,51.1,5.0,17.1,0.6,1.7,
2023-03-28,Lunch,,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-28,Lunch,2:25 PM,503.8,12.9,4.8,0.8,2.3,0.0,0.0,2560.9,0.0,48.4,5.2,6.2,46.1,0.0,0.0,0.0,0.0,
2023-03-28,Lunch,2:30 PM,5.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,
2023-03-28,Lunch,10:00 PM,258.8,2.4,1.6,0.0,0.0,0.0,0.0,123.0,0.0,23.9,2.8,18.1,37.4,0.0,17.8,0.0,1.2,
2023-03-28,Dinner,7:30 PM,210.5,2.0,0.5,0.8,0.2,0.0,0.0,239.3,1804.6,44.4,15.2,15.8,11.8,2253.5,490.6,22.0,22.6,
2023-03-28,Snacks,8:35 PM,156.3,0.8,0.1,0.3,0.0,0.0,0.0,5.8,362.5,39.5,7.6,28.9,1.7,0.0,108.7,3.8,2.3,
2023-03-29,Breakfast,8:15 AM,358.2,5.2,2.1,0.0,0.0,0.0,0.0,144.0,0.0,34.5,3.5,13.9,42.5,0.0,0.0,0.0,0.0,
2023-03-29,Lunch,3:05 PM,572.8,17.4,5.3,0.8,2.3,0.0,0.0,2103.7,247.3,53.4,6.7,10.6,47.5,16.7,0.0,15.9,1.3,
2023-03-29,Dinner,4:25 PM,542.7,6.2,0.5,0.8,0.2,0.0,0.0,118.9,1430.8,63.6,11.8,7.8,65.6,39.1,557.7,18.5,24.9,
2023-03-29,Snacks,10:25 PM,146.6,1.3,0.1,0.2,0.0,0.0,0.0,3.8,148.5,28.8,9.4,25.0,2.6,0.0,93.4,2.6,1.0,
2023-03-30,Breakfast,9:00 AM,625.0,20.6,5.3,0.0,0.0,0.0,0.0,2431.2,0.0,74.3,5.7,35.5,33.2,0.0,25.0,0.0,0.0,
2023-03-30,Breakfast,6:55 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-03-30,Lunch,1:00 PM,611.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,
2023-03-30,Lunch,4:05 PM,67.6,0.2,0.0,0.0,0.0,0.0,0.0,215.8,211.9,0.9,0.0,0.9,14.2,0.0,0.0,0.9,0.6,
2023-03-30,Snacks,10:10 PM,85.0,0.3,0.2,0.0,0.0,0.0,0.0,150.0,0.0,12.5,0.0,12.5,8.5,0.0,0.0,0.0,0.0,
2023-03-30,Snacks,10:15 PM,279.6,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,6.0,19.1,39.9,0.0,0.0,0.0,0.0,
2023-03-31,Lunch,1:55 PM,396.4,15.9,5.6,2.5,5.5,0.0,327.4,254.8,248.5,31.5,5.4,4.1,27.6,0.0,0.0,5.4,8.9,
2023-03-31,Lunch,5:20 PM,378.2,3.4,1.8,0.0,0.0,0.0,0.0,240.0,0.0,39.1,6.0,38.6,45.9,0.0,0.0,0.0,0.0,
2023-03-31,Dinner,,606.2,10.8,3.0,0.4,0.2,0.0,220.1,345.6,1458.0,37.3,15.3,14.7,93.0,0.0,629.0,26.1,20.0,
2023-03-31,Dinner,7:25 PM,155.1,8.7,2.8,1.8,3.2,0.0,327.4,159.5,281.4,6.8,1.9,4.1,12.0,556.9,4.9,6.6,9.4,
2023-03-31,Dinner,9:20 PM,61.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,237.1,15.4,3.1,12.2,1.2,0.0,116.2,5.2,0.7,
2023-04-01,Breakfast,8:15 AM,443.8,17.8,3.3,5.0,2.0,0.0,0.0,71.4,377.3,32.1,8.5,6.7,34.6,12.7,0.0,21.9,9.3,
2023-04-01,Lunch,11:05 AM,135.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,7.5,0.0,7.5,25.8,0.0,0.0,37.5,0.0,
2023-04-01,Lunch,11:10 AM,135.1,1.1,0.0,0.2,0.0,0.0,0.0,5.9,148.5,28.8,10.0,21.1,1.8,0.0,106.1,2.6,1.8,
2023-04-01,Lunch,3:20 PM,592.0,31.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,41.8,2.8,9.2,38.2,0.0,0.0,0.0,0.0,
2023-04-01,Lunch,3:25 PM,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
